user_id,item_id,progress,start_date
100757,178144,21,2018-02-08
57954,280625,43,2018-08-27
73405,282291,73,2018-08-07
23447,117138,80,2018-03-06
39565,222639,43,2018-12-22
38149,66998,98,2019-09-08
80410,80262,22,2019-07-09
95507,30714,5,2018-10-15
104475,187597,5,2018-01-28
64161,321542,9,2018-04-30
124946,75678,26,2018-04-18
66439,262286,78,2019-11-22
115538,204458,12,2019-04-11
91069,66546,8,2019-07-03
89319,271998,76,2018-06-02
80124,276498,100,2019-11-07
34060,304109,26,2018-03-01
57206,229824,42,2018-01-11
67198,112631,100,2019-05-05
23247,262265,0,2018-12-19
1627,127235,100,2019-03-09
78102,160075,7,2018-12-19
88187,85782,13,2019-10-27
125983,194993,1,2018-09-01
1793,251147,31,2018-10-25
87461,51588,99,2019-06-08
95612,29684,74,2018-07-24
90572,81812,100,2019-02-11
64327,84620,100,2018-10-02
73740,85151,99,2019-12-16
29040,290874,100,2019-01-12
134818,132390,0,2018-02-17
229,140768,4,2019-05-10
34808,312175,100,2019-03-24
38756,47689,8,2018-11-08
114398,201948,0,2019-01-09
123163,263866,100,2018-09-30
96293,225242,54,2018-01-12
103489,79375,89,2018-09-05
77906,19125,95,2018-05-15
138036,269460,0,2018-12-30
152970,99483,24,2019-02-18
24879,217406,42,2019-07-26
82495,167312,91,2018-05-06
11995,214083,68,2018-05-13
19441,232632,31,2019-09-25
64502,32811,4,2018-12-26
153648,108080,100,2019-11-13
51571,316995,0,2019-06-19
14675,38424,11,2019-11-01
107761,122655,0,2019-03-19
25006,163384,0,2018-07-28
94993,79308,10,2018-12-28
122155,195027,22,2018-05-20
33244,201299,100,2018-11-24
113627,99357,5,2019-04-24
67835,65999,0,2019-07-29
75152,274345,42,2018-03-05
68291,187937,100,2019-05-25
120565,116594,0,2019-07-02
98385,74346,91,2018-06-30
78286,53927,94,2019-10-30
6517,42887,6,2019-10-23
129977,72349,65,2019-03-05
37537,307518,2,2019-11-09
57882,33468,1,2018-04-18
20505,255155,39,2019-10-19
101095,158821,0,2018-04-03
35104,303466,28,2019-10-28
130859,163452,35,2018-12-04
131042,273206,2,2018-12-10
119451,180097,78,2018-12-31
113504,109821,94,2018-03-05
139411,82559,100,2018-04-07
83597,204681,67,2019-06-28
56341,207030,30,2019-02-15
158720,276069,79,2018-10-27
112906,291996,6,2019-12-24
82713,252969,30,2018-07-11
39788,141676,88,2019-10-24
43251,160109,32,2018-11-24
115207,13861,0,2019-05-03
74716,81946,3,2018-09-08
138186,75775,15,2018-09-02
8378,39170,2,2018-05-01
28152,26225,100,2018-04-07
69320,263059,100,2019-02-01
45610,111995,69,2019-11-25
47859,243842,20,2018-06-29
66616,28889,0,2019-05-14
136587,59866,91,2019-07-14
40240,28495,9,2018-07-17
69425,212687,36,2018-09-19
150445,315447,100,2018-03-12
53945,264355,4,2018-04-04
9698,184934,66,2019-12-08
145649,213154,0,2018-09-11
65984,238576,63,2019-08-02
132363,126875,0,2018-06-08
152286,125820,42,2019-06-22
62652,256294,19,2019-09-24
98158,250997,8,2019-03-19
33104,109201,7,2019-10-30
87837,294945,0,2019-05-18
78280,264824,79,2018-02-14
14842,261975,29,2019-02-12
120645,69843,84,2018-03-11
7998,142939,61,2018-05-07
6213,315962,50,2018-10-30
146470,153737,4,2018-07-11
26796,295755,27,2019-02-01
73558,160994,90,2019-07-15
1319,164239,4,2019-12-02
109915,232377,21,2018-12-11
2397,162625,0,2018-05-03
119516,303535,77,2019-04-28
64072,140050,45,2019-12-06
76582,108515,96,2019-10-23
135547,152566,100,2019-05-18
55285,252765,69,2018-02-24
83105,226429,0,2018-08-26
67761,190956,51,2019-02-04
74581,123183,72,2018-05-16
65689,131575,95,2019-10-06
151515,196433,23,2018-11-24
14731,57396,25,2018-07-28
63879,17638,81,2019-04-05
25116,156925,0,2018-12-08
156593,142682,20,2018-09-09
159387,217859,100,2018-12-26
48956,276601,50,2018-04-07
15576,82643,99,2018-06-06
124746,106619,59,2018-05-14
80388,292536,20,2018-07-19
26842,64802,80,2018-05-18
9087,173593,99,2019-09-02
144369,313005,100,2019-01-23
2631,308630,6,2019-08-30
55745,107876,100,2018-10-30
52080,53103,46,2018-03-07
156197,157068,82,2019-03-17
152688,261592,87,2018-12-19
28971,83902,100,2018-12-24
60778,316157,76,2018-09-14
99405,312059,100,2019-07-13
156857,177906,100,2019-04-07
143000,313185,100,2019-09-17
12683,92675,100,2019-09-17
35743,161159,47,2018-04-14
146564,264905,64,2018-04-18
56190,269323,45,2018-09-10
53768,117471,91,2018-03-15
34819,291835,66,2018-08-27
31392,75682,100,2018-05-21
99972,72363,39,2019-10-02
26822,52347,51,2019-11-27
50034,199245,100,2018-11-23
85357,127667,67,2018-05-06
5348,22487,37,2018-03-09
143028,188191,59,2019-12-02
75265,208776,58,2018-03-08
6006,127667,100,2019-10-23
107647,238604,43,2019-06-10
20656,187179,28,2019-10-17
77577,62423,18,2018-06-09
95452,84667,99,2019-09-05
40371,239869,68,2018-05-20
122246,76612,24,2019-09-26
73076,281358,66,2019-03-22
28512,289520,76,2019-03-07
64003,169449,57,2019-08-06
105660,274636,85,2018-01-01
89884,59218,2,2018-01-27
112007,142195,100,2018-06-23
25393,199352,70,2019-09-30
133633,273178,99,2019-06-16
35991,187954,83,2019-01-04
84378,67549,64,2019-12-31
94924,260055,85,2018-08-27
26079,115480,51,2019-08-15
40393,47451,10,2019-12-18
112162,249531,59,2018-01-29
120631,235006,99,2019-08-21
146492,242142,3,2018-04-01
129714,78934,100,2019-01-05
18259,275698,97,2018-01-08
158153,30875,10,2018-08-21
79314,45238,42,2018-08-07
117975,168900,100,2019-11-10
61736,22936,64,2019-10-10
2765,94751,10,2018-08-19
4871,246578,79,2018-09-29
150282,303254,93,2019-09-13
151887,308217,76,2019-02-02
13739,115583,46,2019-03-06
115382,90674,100,2019-03-24
69315,302451,83,2018-05-20
41962,1103,100,2018-10-09
142943,162000,100,2018-08-13
44937,242204,36,2019-03-15
18827,125095,14,2018-09-11
17765,28881,0,2019-01-26
52772,70051,25,2019-04-02
80914,108278,0,2018-08-30
54839,310037,40,2019-03-15
134630,186490,29,2018-06-22
28491,101376,81,2018-09-20
123184,288295,99,2019-05-26
10220,233235,100,2018-04-23
27943,201752,90,2019-10-05
109859,55913,0,2019-09-12
14427,161135,74,2018-01-30
96085,124278,100,2019-12-10
91156,217781,74,2018-06-23
108925,197240,51,2019-02-15
27822,55913,3,2019-12-21
135932,285689,95,2018-06-17
95615,135020,29,2018-11-17
37310,225971,91,2018-04-08
13244,33845,54,2018-05-12
138029,177599,27,2018-11-05
66690,279508,36,2018-04-12
120488,210268,0,2019-03-16
68624,282248,99,2019-10-24
138134,44542,60,2019-03-24
17300,132276,100,2018-11-26
1954,45577,66,2018-05-20
127212,37614,60,2019-11-01
123808,186684,10,2018-08-12
63146,291674,9,2018-04-01
75389,314895,2,2018-03-30
43965,13943,27,2019-12-02
137569,196725,57,2019-08-21
25172,218025,100,2019-11-08
22868,8139,0,2019-02-15
137892,237049,97,2019-03-22
76304,230485,50,2019-02-28
151359,28927,100,2019-03-15
116834,35137,35,2019-08-31
67477,49665,90,2019-10-13
152995,111691,0,2019-06-27
120114,23230,0,2019-07-13
90688,318733,85,2018-07-03
112564,300756,31,2018-12-29
83376,218707,100,2018-07-08
17651,39702,0,2018-05-28
23322,286001,100,2019-04-08
120148,11584,96,2018-01-25
68399,256911,0,2018-12-16
137871,74470,31,2019-04-04
44033,101720,54,2018-02-19
117702,184460,43,2018-08-19
89408,194297,17,2018-05-01
88571,58244,30,2019-03-07
117291,8348,0,2018-10-19
110514,99357,2,2018-11-29
122323,297995,69,2019-04-06
123983,125814,46,2018-02-07
102424,201031,47,2019-08-28
80456,92083,44,2018-12-28
133856,136176,99,2019-11-04
14266,109961,35,2018-06-25
66181,282091,100,2019-01-02
42193,91558,100,2018-04-29
97529,272401,37,2019-06-05
20246,168854,100,2018-07-09
12584,277481,61,2018-10-11
104291,185603,67,2019-07-21
76594,226429,22,2019-08-09
47464,204253,41,2019-12-20
80140,149314,53,2019-07-03
108408,170826,38,2018-12-23
65691,193359,62,2018-12-07
53255,238012,58,2019-03-22
127749,58534,99,2019-09-05
68756,103240,100,2019-04-15
87502,86173,99,2019-09-30
120948,246308,35,2018-02-14
50059,8554,11,2018-06-16
99362,271067,100,2018-05-31
68923,11659,27,2019-10-26
124045,70438,98,2018-07-30
103600,97400,36,2018-02-26
102757,159331,92,2019-08-16
143918,279978,0,2019-02-18
83441,21806,20,2018-10-24
44890,8696,91,2018-11-15
41297,211913,0,2019-01-07
99196,96865,7,2019-04-06
46980,194961,34,2019-02-28
153296,321091,57,2018-11-18
50235,212014,16,2018-01-13
55971,117479,7,2018-10-06
86821,99977,61,2019-12-24
89831,242142,1,2019-07-09
71901,199299,83,2019-10-22
122737,99492,100,2018-01-19
117089,302518,5,2019-03-09
1948,66664,8,2018-06-05
45366,280577,93,2018-06-03
141216,181955,0,2018-10-15
22151,161017,0,2018-07-08
27042,251004,43,2018-04-12
26568,188470,9,2019-09-07
104682,110435,0,2018-07-17
4657,28889,0,2019-05-08
56695,277636,14,2019-01-11
31297,82307,0,2019-12-04
147802,15419,18,2018-07-08
11854,105284,23,2019-07-08
116561,30727,74,2019-11-10
68566,278100,19,2018-06-11
153586,183047,47,2018-11-06
137418,256263,0,2019-01-25
33663,121640,96,2019-08-22
21115,295674,54,2019-09-21
3874,81375,22,2018-03-12
159397,164970,99,2019-10-26
20749,316678,20,2018-08-23
39356,221487,1,2019-07-02
125164,248362,1,2018-10-16
59473,100283,26,2018-09-29
156137,41296,19,2019-05-17
92192,170932,100,2018-11-25
30760,90933,0,2018-08-10
139659,241026,100,2019-03-31
97751,39765,100,2018-11-15
28971,139258,0,2019-02-04
149638,51739,55,2019-10-08
148710,29009,17,2018-10-07
87201,216083,0,2019-04-16
77206,101433,100,2018-07-24
96337,256564,39,2018-01-01
55993,146241,100,2019-10-20
105586,120908,36,2019-01-09
4113,120239,99,2019-02-22
73427,85411,77,2018-03-12
42157,140050,2,2018-06-22
34767,65999,0,2018-01-25
112128,294568,3,2018-06-12
106925,84103,22,2018-05-05
69690,130616,34,2018-06-01
153908,252885,0,2019-07-23
152865,107160,100,2018-06-27
51525,162310,81,2018-02-16
141882,74107,65,2018-12-28
109080,200141,35,2018-12-29
32688,49360,82,2019-11-21
72004,266674,0,2019-02-03
35649,316995,2,2019-05-27
103163,23536,11,2018-07-11
56937,91483,0,2019-07-01
69149,248724,85,2018-06-26
158683,189055,8,2019-09-17
7672,50942,0,2019-05-18
69902,246610,0,2019-04-25
25743,27418,0,2018-11-10
143713,28897,100,2018-08-30
104740,255099,81,2018-01-25
86815,114453,10,2018-03-22
93107,3170,29,2018-03-22
51352,305909,80,2019-09-17
138736,136363,0,2019-09-21
1891,252228,10,2019-03-25
2391,320215,75,2019-04-24
141698,93641,100,2018-06-05
6308,49751,9,2019-09-05
71953,5458,86,2018-12-25
65977,50301,100,2018-03-05
36368,46317,75,2018-05-14
132886,32364,100,2019-01-06
80823,24551,11,2018-07-22
21685,156963,82,2018-12-04
13547,24118,100,2019-01-18
134245,177545,1,2019-05-29
86371,61507,34,2019-09-23
152158,283159,99,2019-09-23
96104,26270,3,2019-02-01
19142,172999,53,2019-10-08
38211,32456,8,2018-11-09
89068,213289,100,2019-09-23
35311,112631,100,2019-02-02
62565,138816,33,2018-05-11
111414,198186,24,2018-09-12
121246,275105,84,2019-11-29
1958,47417,1,2019-09-13
16999,285903,1,2019-06-26
41183,105713,0,2019-10-28
60722,231179,53,2018-06-18
39342,121687,0,2018-09-25
138890,37508,79,2018-12-19
85872,207331,10,2018-01-03
516,97009,68,2019-02-07
53584,58803,0,2018-02-06
66827,58755,92,2019-09-17
145518,136773,3,2018-07-20
127485,154324,99,2019-06-03
127749,315888,100,2019-05-05
147199,194071,77,2018-05-21
153015,107522,5,2019-05-14
124285,284795,3,2018-10-26
62940,176898,0,2019-03-17
135993,183774,92,2018-12-06
128607,188709,30,2019-10-24
129992,181900,18,2019-09-24
159128,146476,100,2018-04-17
59178,46593,59,2019-07-25
157576,85093,33,2018-04-14
20911,24702,72,2018-04-01
21255,93792,68,2018-05-15
36323,147103,62,2019-12-23
17961,10522,100,2018-11-09
39980,40379,86,2019-03-27
71552,22683,52,2018-11-26
96289,275225,58,2019-10-13
32565,90671,3,2019-09-20
87032,287965,100,2019-09-15
19057,149659,21,2019-03-18
19352,112197,1,2019-10-01
29574,265834,38,2019-10-11
26452,46542,1,2018-02-19
120397,248683,7,2019-10-16
2721,163390,91,2018-04-07
46486,272038,100,2018-08-23
132774,65830,20,2019-04-02
16522,235134,2,2019-06-30
137949,235543,14,2018-02-20
110685,252212,32,2019-01-20
15326,233180,76,2019-05-11
14227,310952,3,2019-05-17
54924,218708,0,2018-11-21
91420,319849,90,2019-06-24
7976,130060,20,2019-08-04
85861,317836,100,2018-04-17
120623,297862,32,2019-07-09
82872,37581,5,2019-04-16
14565,277427,5,2018-10-29
114104,133786,81,2018-08-20
129135,97382,3,2018-05-18
112150,299774,53,2019-11-17
84031,294261,61,2018-04-27
112922,287048,96,2019-01-14
85628,114369,100,2018-04-07
27684,208169,99,2019-12-14
64696,11430,75,2019-06-28
65101,268380,95,2018-05-28
64128,191541,50,2019-07-29
157110,245477,96,2019-04-14
96445,121359,38,2019-04-17
72609,268042,100,2018-09-19
84081,113674,99,2019-07-16
132986,208776,100,2019-08-23
151372,220943,48,2019-11-18
134281,234241,0,2019-05-15
75788,159323,81,2018-12-11
112471,176140,6,2019-10-05
16887,40038,100,2018-04-20
4863,179129,6,2019-06-11
154961,99357,5,2018-10-03
158291,301325,53,2018-11-30
98182,184227,100,2018-02-18
145675,50964,1,2019-05-07
147520,298460,62,2018-07-27
107696,213498,97,2018-09-30
94825,221532,83,2018-10-24
118136,307327,36,2019-06-22
92786,110910,44,2018-03-28
82657,15082,90,2019-08-20
83918,21194,2,2019-01-12
770,131284,4,2019-04-13
154848,176898,19,2018-07-11
83421,305673,100,2019-06-08
132602,206185,0,2019-12-30
154291,317980,10,2019-10-20
68760,142125,30,2019-05-02
91132,16980,100,2019-09-22
67854,69428,99,2019-09-11
33560,150328,99,2019-06-19
17219,270415,100,2019-08-12
40637,28945,25,2018-08-02
157778,11196,100,2019-08-11
36757,22838,43,2019-07-18
40038,81781,72,2019-08-18
81823,251645,0,2019-03-05
87764,58571,100,2018-08-06
33777,147736,100,2018-02-11
21784,26251,66,2019-11-13
62215,156300,0,2019-12-11
65412,209710,80,2018-08-10
94100,290506,100,2019-05-02
156847,224556,69,2019-08-13
107375,106971,59,2019-10-18
20812,290506,89,2018-12-21
42228,14175,92,2019-08-05
25859,201948,16,2019-07-11
61583,216660,95,2019-11-19
49349,31260,71,2019-01-04
39642,176858,43,2018-09-09
3112,214398,18,2019-05-24
70208,202476,45,2019-06-17
65914,238376,11,2019-02-28
122135,308234,0,2019-07-21
15574,258666,8,2019-03-30
127860,72363,0,2019-01-07
140762,32880,78,2018-01-11
13777,268121,99,2019-07-12
48881,171948,100,2019-12-08
23152,197579,99,2019-08-04
53494,209606,81,2019-07-04
74702,133288,9,2018-04-30
50603,38198,0,2019-04-17
52373,281669,0,2019-01-22
45559,92455,100,2018-07-14
84081,104778,76,2018-02-26
144337,220727,29,2019-10-14
12015,52963,0,2019-09-06
107720,281005,0,2018-01-03
61218,297870,0,2019-02-16
60910,109201,100,2019-11-07
35328,29761,48,2018-02-02
155705,14145,100,2019-04-06
53653,78539,100,2018-08-18
43723,30818,33,2019-12-21
119371,88990,39,2019-12-19
14166,99357,0,2019-05-31
5578,175730,96,2019-10-21
87656,312773,71,2018-03-31
86912,24497,96,2018-01-16
15314,75627,100,2018-09-27
117640,250997,0,2019-03-26
139656,295202,41,2018-12-23
20236,28889,0,2019-03-29
42089,122920,92,2019-04-20
88026,38198,0,2019-07-02
53970,252419,72,2018-05-25
109092,121390,100,2018-08-12
150696,115147,87,2019-02-24
22912,38730,18,2018-09-02
84247,165000,40,2018-10-16
73718,70954,100,2019-08-09
74075,78703,0,2019-04-10
91689,57534,21,2018-11-15
38575,251383,100,2019-02-08
64644,316995,18,2019-05-06
106122,178681,0,2018-05-17
109834,206459,30,2018-07-17
27500,227759,0,2019-09-02
112524,92572,45,2018-06-08
94840,48768,46,2019-12-18
73512,146917,99,2019-11-18
150411,49665,0,2018-04-22
102426,1534,98,2019-10-08
40590,63914,49,2019-08-06
73945,52267,52,2018-02-05
136499,252935,84,2019-03-19
68745,26360,74,2018-05-09
116672,85847,42,2018-04-06
53520,264997,99,2019-06-23
117302,18119,93,2019-08-22
121396,30782,100,2019-08-09
125652,257618,100,2019-11-03
129830,36447,52,2019-02-01
12646,304698,3,2019-07-05
15897,196681,84,2019-09-02
139258,234241,0,2018-03-14
40262,127183,45,2018-03-21
83641,96302,50,2018-08-16
57187,98092,99,2019-10-11
6445,144724,34,2019-10-16
68167,29684,41,2018-01-29
151169,316465,85,2019-03-06
78811,23027,76,2018-11-22
42141,321389,100,2019-10-25
152921,251601,2,2019-02-28
15809,226078,77,2018-10-26
158821,4350,17,2018-07-05
41161,103123,0,2019-09-02
102863,222622,84,2018-12-21
38774,91125,60,2019-10-19
118686,253747,92,2018-09-20
5935,245592,26,2019-05-13
56553,171318,27,2018-12-03
98258,317304,100,2019-01-05
3436,281005,44,2019-08-14
129035,43092,81,2019-05-04
121364,245455,0,2018-10-05
84178,2,55,2019-02-19
112706,205958,99,2019-10-16
132286,96144,99,2018-08-07
50490,142963,7,2019-12-19
109244,36754,13,2018-07-22
13536,223605,50,2019-10-20
107148,298270,100,2019-05-11
99739,68760,44,2018-04-23
147375,110234,84,2019-07-12
140895,148773,28,2019-07-04
16638,117486,4,2018-08-09
149712,105662,0,2018-04-02
119237,264813,100,2018-03-20
61186,259861,3,2018-07-28
100961,48786,5,2019-01-03
68653,42495,30,2018-11-27
91964,287247,8,2019-02-18
147766,138749,12,2019-10-19
137207,118365,99,2019-08-16
48260,282271,3,2019-03-09
9300,314096,100,2019-07-10
85845,294424,66,2019-12-10
107844,125477,40,2019-01-29
4703,165141,2,2019-03-01
84095,292335,59,2018-03-30
135476,31496,100,2018-01-27
73118,229908,31,2018-03-03
21237,222774,0,2019-05-16
46831,169592,99,2019-07-20
147507,108087,30,2018-09-29
139258,298993,97,2019-09-27
151368,311106,8,2018-02-23
3244,280250,51,2018-05-20
33188,257754,100,2019-08-23
34767,253746,0,2019-03-11
15502,231649,80,2019-03-26
127445,305243,100,2019-01-18
80087,162841,88,2019-04-27
40699,34916,98,2019-10-15
72708,99616,20,2019-07-28
48171,295084,8,2019-02-10
128657,11429,11,2018-01-31
68286,17762,90,2019-10-27
127233,290476,0,2018-12-22
101799,167539,81,2018-11-17
21662,85807,80,2019-04-09
68967,297056,37,2019-09-05
102693,238889,100,2019-02-26
57620,304925,81,2019-12-26
64829,266964,100,2018-04-27
20015,171583,20,2019-05-23
67873,9790,0,2019-04-23
46493,187328,100,2018-12-08
104115,139479,2,2018-11-26
145748,58534,30,2018-03-31
67983,232619,77,2018-07-09
80713,257222,4,2018-12-20
21724,164202,3,2019-09-17
141435,28965,28,2019-10-12
149796,92417,54,2018-04-18
1848,114580,13,2019-02-13
112864,145567,44,2019-09-29
45993,250104,94,2019-08-01
16540,318733,80,2018-03-17
63140,302336,33,2019-10-11
129262,127933,95,2018-04-21
124457,264997,0,2018-12-31
113795,132617,70,2019-10-06
34283,103240,100,2018-09-13
157960,124369,0,2019-06-08
14985,57389,95,2018-06-01
145700,226674,11,2018-03-26
144900,280569,28,2018-10-22
71144,133452,0,2019-09-05
134774,217202,7,2018-04-21
106046,104356,36,2019-05-21
126565,203373,0,2018-10-13
48689,95652,100,2018-12-29
109986,321525,0,2019-03-23
124949,310398,100,2018-08-29
130094,242142,100,2018-02-13
17277,79711,8,2019-09-02
144730,143503,24,2019-10-10
20536,29063,87,2018-09-04
131464,250997,5,2019-05-02
57313,233762,2,2019-06-29
68472,211852,42,2019-04-19
46760,201020,60,2019-09-13
77860,79288,18,2019-06-23
94682,306076,0,2019-05-01
19413,211337,21,2019-08-24
58521,37589,0,2018-01-13
106832,109369,100,2019-11-26
66338,312636,63,2018-07-15
32164,159436,0,2019-12-30
91391,22588,1,2019-06-19
43909,111190,99,2019-10-19
154179,128827,32,2018-09-20
142344,262375,89,2019-04-04
147397,219772,4,2019-11-19
41331,314979,80,2018-07-02
37560,24504,1,2019-02-21
61629,243374,0,2018-01-21
3117,55252,12,2018-09-01
40974,144096,96,2019-12-17
101089,295007,9,2018-07-04
24798,185865,17,2018-05-08
102619,213220,32,2018-03-11
137640,299297,75,2018-06-28
59178,92446,100,2018-06-08
71382,16788,81,2019-11-27
75087,19892,74,2019-07-06
145657,142262,0,2018-02-20
53133,38777,95,2019-06-30
139271,265425,100,2018-08-18
60467,137842,20,2019-06-30
55750,5577,100,2018-09-09
146987,197196,44,2018-03-11
50192,129448,68,2018-05-07
107149,201925,1,2019-04-23
151624,224148,77,2019-11-13
98433,96034,41,2018-05-15
64620,146732,34,2019-09-13
114487,310952,0,2018-06-29
92943,171583,88,2018-03-05
51539,121718,100,2019-02-13
21857,219393,100,2018-05-15
31911,200629,76,2018-01-05
47008,70302,10,2019-08-30
18022,14820,50,2018-10-01
124337,226456,82,2019-03-06
119253,214777,71,2019-10-06
131582,125610,37,2018-02-13
35189,170864,84,2018-03-28
86818,231463,69,2019-02-25
111193,148181,0,2018-08-19
3366,200682,100,2018-06-15
20659,56358,64,2019-08-14
4398,15296,99,2019-11-01
76129,295537,54,2018-12-31
2136,269565,54,2019-09-29
93866,188919,85,2019-07-10
31970,177197,0,2018-05-04
36628,269405,77,2019-10-13
21478,210117,98,2019-10-23
21731,205231,97,2018-11-18
129582,153481,81,2019-09-25
152157,199245,100,2019-05-14
153931,108078,0,2019-02-08
134037,204468,63,2019-03-28
12415,241026,90,2019-08-10
76051,30137,8,2018-02-18
109294,170775,67,2018-07-12
46247,30782,0,2018-12-05
63004,225310,80,2018-05-10
67658,282501,0,2018-12-19
112657,291271,13,2019-04-26
11508,95322,62,2018-04-17
109325,308890,4,2019-03-20
17698,211217,99,2019-12-31
72245,250352,37,2019-06-11
83115,80358,52,2018-03-04
10190,177855,0,2018-07-27
125243,168394,4,2018-12-27
142627,47623,2,2019-03-14
12133,59269,17,2018-04-23
81237,199337,23,2018-11-13
96857,10912,38,2018-10-15
110750,147777,8,2019-11-05
71318,42224,43,2019-08-24
98988,105897,21,2019-02-09
125324,265010,57,2018-11-26
14199,180098,22,2019-10-13
133100,312995,37,2019-01-06
142943,183232,99,2018-10-24
62580,299349,100,2018-09-21
4274,268525,47,2018-12-09
123226,68875,26,2019-12-26
92595,12871,94,2018-07-22
27151,116695,48,2019-08-21
33634,110886,100,2018-09-09
99203,32589,10,2019-01-08
13967,64386,95,2018-08-05
159208,85898,52,2019-09-19
31768,179270,37,2019-04-07
10387,147526,10,2018-10-26
28134,101051,0,2019-09-23
128929,161790,4,2018-08-18
7823,209594,44,2018-03-08
101197,64275,0,2019-03-27
3819,44772,97,2019-07-02
33097,176898,25,2019-04-19
76569,41178,100,2018-12-02
29293,276651,100,2019-02-02
109207,164020,97,2019-08-03
158819,208844,68,2018-07-23
53502,241092,44,2018-04-18
19235,5394,29,2018-02-23
50349,218363,29,2018-12-28
40696,21835,16,2018-08-01
43118,47439,81,2019-07-17
27214,240665,100,2019-05-19
129009,270536,93,2019-12-20
126015,306931,1,2019-12-07
86489,27161,15,2018-10-06
37567,61121,98,2019-09-03
143845,253406,3,2018-12-05
58312,9683,93,2019-02-28
82625,310124,86,2019-02-06
89867,109372,53,2018-05-08
108621,317035,12,2019-03-21
60156,181729,38,2019-10-08
58822,182604,38,2019-04-01
98426,236805,0,2018-02-06
82632,236904,100,2018-10-02
83242,52818,5,2019-06-21
159359,1974,0,2018-11-06
27773,197825,79,2018-06-23
106765,154424,100,2018-09-05
149335,259581,27,2018-01-07
54624,20455,12,2018-05-07
3756,46038,5,2019-07-17
108141,121781,34,2019-08-19
10765,86881,34,2019-01-01
38823,284724,0,2018-03-28
32703,243876,5,2018-06-21
38256,72618,1,2019-07-09
47459,23214,1,2019-07-07
92399,73588,40,2018-02-01
87501,127647,0,2019-09-04
88940,203246,100,2019-02-19
128136,284052,34,2019-11-03
156828,97490,15,2019-04-26
116147,320987,73,2018-01-06
47194,215400,5,2018-11-06
135112,112381,100,2019-05-21
143937,142123,76,2018-01-26
118584,144104,72,2018-05-20
70905,167332,67,2018-09-10
115680,231173,48,2018-01-29
138223,86612,81,2019-11-10
158120,298977,100,2019-12-24
4513,314073,20,2018-02-09
21401,90133,16,2018-12-30
87193,298346,64,2018-04-02
113433,295091,39,2019-03-28
27333,186115,59,2018-01-21
105704,197436,53,2019-06-12
65357,242859,87,2019-08-28
110608,88297,92,2018-03-18
97207,269162,47,2018-11-30
100521,80061,92,2019-10-28
146738,197906,15,2019-06-09
92288,32880,100,2018-07-07
16590,99357,8,2018-10-03
136927,18761,40,2019-03-10
56916,56832,16,2019-12-15
85706,139255,0,2018-11-10
84460,37853,9,2019-02-18
81158,91759,65,2019-12-25
40675,304577,0,2018-07-27
69005,315567,13,2019-01-31
112510,255281,0,2019-08-19
8247,262653,13,2018-09-26
106452,276717,90,2019-01-28
99171,281412,84,2018-11-16
106433,307960,0,2019-09-22
132005,200682,3,2019-04-24
100727,271498,80,2019-12-13
94513,13705,26,2018-09-06
152829,119138,0,2018-08-15
14064,163992,14,2018-02-09
159455,229556,100,2019-07-05
6640,274542,100,2019-08-26
2710,315738,100,2018-07-26
98583,315520,59,2018-05-19
147814,307631,15,2019-05-28
37516,218665,13,2019-09-14
21398,74836,49,2018-08-01
51871,189079,81,2018-10-30
83627,289105,100,2018-08-30
139815,137321,70,2019-01-21
129929,86910,35,2018-09-13
95794,43599,43,2019-12-12
58555,250869,1,2019-08-24
26176,125408,59,2019-05-23
96737,308077,100,2018-03-30
75849,173648,97,2018-11-08
145927,289116,0,2018-08-13
36406,199570,0,2019-09-04
44319,310952,13,2018-08-29
37510,219877,0,2019-04-17
97452,76844,5,2018-04-06
142472,100923,14,2019-06-15
37777,290639,32,2019-03-14
122289,41699,0,2018-10-31
4138,33930,87,2018-06-06
137160,152229,65,2018-11-11
151986,180994,92,2018-06-01
130375,275881,86,2019-11-22
123840,143505,0,2018-09-25
138667,149032,54,2019-08-01
58358,79276,72,2018-04-14
143338,284564,99,2019-09-27
62471,92725,37,2018-04-30
132627,268330,57,2019-07-10
30555,109970,53,2018-12-28
79734,186911,23,2018-01-12
150144,246042,66,2019-09-29
137292,74077,1,2019-03-01
157370,263925,99,2018-10-30
117834,244439,100,2018-11-13
78563,218025,100,2018-08-21
108147,243967,76,2019-05-14
46535,53711,47,2018-09-13
102481,67213,0,2019-07-28
51257,318538,2,2018-10-13
109217,98678,24,2018-02-11
147224,277005,25,2019-09-30
64016,155764,0,2018-06-10
24222,309383,28,2018-09-05
5598,289697,4,2018-08-23
22372,284912,40,2019-04-16
148610,58848,68,2018-06-03
92394,220695,59,2018-06-06
85079,161876,7,2018-07-21
116379,202254,16,2019-09-15
102918,262399,0,2019-01-03
29069,32252,64,2018-05-02
2046,126302,29,2019-07-28
98834,294945,100,2019-04-17
80186,111580,100,2018-06-04
109410,25405,85,2019-08-30
149638,133452,99,2019-09-12
137451,80848,25,2018-01-03
68718,9524,61,2019-07-29
152389,313430,29,2019-02-14
61476,122125,0,2019-05-03
135743,178041,58,2018-09-19
54679,144545,93,2018-03-16
51336,117746,27,2018-11-06
16784,303339,78,2018-03-02
131303,60694,45,2019-01-18
70678,17916,4,2018-11-21
31697,321592,77,2019-09-29
99046,307631,89,2018-01-22
